"臓器","分類","カテゴリ","サブカテゴリ","疾患","UID","H28対応項目","修正案(20220318)","コメント(20220318)","重要(20220318)","診断","治療","教育","予防","作成時(20220316コメント)","修正案(20220316)","パフォーマンス"
"腫瘍","疾患・病態","内分泌・栄養・代謝系","","褐色細胞腫","Jlvnme0","E-03-05-na-11","","","","","","","","","",""
"腫瘍","疾患・病態","内分泌・栄養・代謝系","","多発性内分泌腫瘍症","Jlvnme4","E-03-05-na-11","","","","","","","","","",""
"腫瘍","疾患・病態","眼・視覚系","","網膜芽細胞腫","Jlvnme8","E-03-05-na-13","","","","","","","","","",""
"腫瘍","疾患・病態","耳鼻・咽喉・口腔系（頭頸部）","","舌癌","JlvnmfE","E-03-05-na-14,E-03-05-na-12","","","","","","","","","",""
"腫瘍","疾患・病態","耳鼻・咽喉・口腔系（頭頸部）","","咽頭癌","JlvnmfI","E-03-05-na-14,E-03-05-na-12","","","","","","","","","",""
"腫瘍","疾患・病態","耳鼻・咽喉・口腔系（頭頸部）","","喉頭癌","JlvnmfQ","E-03-05-na-14,E-03-05-na-12","","","","","","","","","",""
"腫瘍","疾患・病態","小児","","脳腫瘍","JlvnmfU","E-03-05-na-05","","","","","","","","","",""
"腫瘍","疾患・病態","小児","","血液腫瘍","Jlvnmfc","E-03-05-na-05","","","","","","","","","",""
"腫瘍","疾患・病態","小児","","網膜芽細胞腫","Jlvnmfg","E-03-05-na-05","","","","","","","","","",""
"腫瘍","疾患・病態","小児","","神経芽腫","Jlvnmfo","E-03-05-na-05","","","","","","","","","",""
"腫瘍","疾患・病態","小児","","腎芽腫","Jlvnmfs","E-03-05-na-05","","","","","","","","","",""
"腫瘍","疾患・病態","小児","","肝芽腫","Jlvnmf0","E-03-05-na-05","","","","","","","","","",""
"腫瘍","疾患・病態","小児","","奇形腫を含む胚細胞腫瘍","Jlvnmf4","E-03-05-na-05","","","","","","","","","",""
"腫瘍","疾患・病態","遺伝性腫瘍","","家族性大腸腺腫症","Jlvnmf8","","","","","","","","","","",""
"腫瘍","疾患・病態","遺伝性腫瘍","","遺伝性乳がん卵巣がん症候群","JlvnmgA","","","","","","","","","","",""
"腫瘍","疾患・病態","遺伝性腫瘍","","遺伝性非ポリポーシス性大腸癌（リンチ症候群）","JlvnmgI","","","","","","","","","","",""
"腫瘍","疾患・病態","遺伝性腫瘍","","Li-Fraumeni症候群","JlvnmgM","","","","","","","","","","",""
"腫瘍","疾患・病態","オンコロジーエマージェンシー","","脊髄圧迫","JlvnmgU","","","","","","","","","","",""
"腫瘍","疾患・病態","オンコロジーエマージェンシー","","腫瘍崩壊","JlvnmgY","","","","","","","","","","",""
"腫瘍","疾患・病態","オンコロジーエマージェンシー","","上大静脈症候群","Jlvnmgg","","","","","","","","","","",""
"腫瘍","疾患・病態","オンコロジーエマージェンシー","","代謝障害","Jlvnmgk","","","","","","","","","","",""
"腫瘍","疾患・病態","オンコロジーエマージェンシー","","治療の有害事象等","Jlvnmgs","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","膠原病","","成人スチル病","Jlvnmgw","","","","","","","","","","",""
"免疫・アレルギー","疾患・病態","膠原病","","若年性特発性関節炎（JIA）","Jlvnmg4","","","","","","","","","","",""
